benchmark_id,model_name,model_family,model_size,active_size,model_type,score,metric_name,setup,num_shot_sample,language,source_url,year_evaluated,notes,evaluation_id,source_name,source_type,source_organization,model_developer,model_id,hf_repo,hf_split,samples_number,metric_lower_is_better,metric_score_type,metric_min_score,metric_max_score,reasoning_enabled,inference_platform,inference_engine,generation_temperature,generation_max_tokens,generation_top_p,benchmark_name,metric_score,metric,score_type,date_recorded
gpqa,Bielik-11B-v2,,11.169,,open,5.145414,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,74356e19425048206ee3515fa0810e74,Open LLM Leaderboard v2,leaderboard,HuggingFace,speakleash,speakleash/Bielik-11B-v2,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,5.145414,accuracy,accuracy,2024-01-01
musr,Bielik-11B-v2,,11.169,,open,7.55599,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,612f857d5f02fe7276892da47cab1f02,Open LLM Leaderboard v2,leaderboard,HuggingFace,speakleash,speakleash/Bielik-11B-v2,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,7.55599,accuracy,accuracy,2024-01-01
mmlu_pro,Bielik-11B-v2,,11.169,,open,23.749631,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,ba7aea9c49dc03129e23bc409ea0b4df,Open LLM Leaderboard v2,leaderboard,HuggingFace,speakleash,speakleash/Bielik-11B-v2,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,23.749631,accuracy,accuracy,2024-01-01
ifeval,Bielik-11B-v2.0-Instruct,,11.169,,open,52.524302,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,275e8e8f60debb5a48db081b3112759f,Open LLM Leaderboard v2,leaderboard,HuggingFace,speakleash,speakleash/Bielik-11B-v2.0-Instruct,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,52.524302,accuracy,accuracy,2024-01-01
bbh,Bielik-11B-v2.0-Instruct,,11.169,,open,33.774676,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,e7c5f262766f5f1ec5296b5aa1e726c1,Open LLM Leaderboard v2,leaderboard,HuggingFace,speakleash,speakleash/Bielik-11B-v2.0-Instruct,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,33.774676,accuracy,accuracy,2024-01-01
math,Bielik-11B-v2.0-Instruct,,11.169,,open,11.858006,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,eff3423b72750ad39c6f0e35c8930d2b,Open LLM Leaderboard v2,leaderboard,HuggingFace,speakleash,speakleash/Bielik-11B-v2.0-Instruct,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,11.858006,accuracy,accuracy,2024-01-01
gpqa,Bielik-11B-v2.0-Instruct,,11.169,,open,8.948546,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,20fcf44d3af462b5c7de58a0f7947871,Open LLM Leaderboard v2,leaderboard,HuggingFace,speakleash,speakleash/Bielik-11B-v2.0-Instruct,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,8.948546,accuracy,accuracy,2024-01-01
musr,Bielik-11B-v2.0-Instruct,,11.169,,open,14.738542,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,4ab36fcb9d8c05e94016dd576e55582e,Open LLM Leaderboard v2,leaderboard,HuggingFace,speakleash,speakleash/Bielik-11B-v2.0-Instruct,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,14.738542,accuracy,accuracy,2024-01-01
mmlu_pro,Bielik-11B-v2.0-Instruct,,11.169,,open,26.122931,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,bf4f3c280b590f8964aecda481029c69,Open LLM Leaderboard v2,leaderboard,HuggingFace,speakleash,speakleash/Bielik-11B-v2.0-Instruct,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,26.122931,accuracy,accuracy,2024-01-01
ifeval,Bielik-11B-v2.1-Instruct,,11.169,,open,50.898172,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,4c57970d126cdc1663bebcdd6bab1a34,Open LLM Leaderboard v2,leaderboard,HuggingFace,speakleash,speakleash/Bielik-11B-v2.1-Instruct,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,50.898172,accuracy,accuracy,2024-01-01
bbh,Bielik-11B-v2.1-Instruct,,11.169,,open,36.290053,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,2e2307d92f6cd9891f328d7e3ae880a4,Open LLM Leaderboard v2,leaderboard,HuggingFace,speakleash,speakleash/Bielik-11B-v2.1-Instruct,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,36.290053,accuracy,accuracy,2024-01-01
math,Bielik-11B-v2.1-Instruct,,11.169,,open,26.661631,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,91dedad42d119d3e351dab3b46bcb5c8,Open LLM Leaderboard v2,leaderboard,HuggingFace,speakleash,speakleash/Bielik-11B-v2.1-Instruct,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,26.661631,accuracy,accuracy,2024-01-01
gpqa,Bielik-11B-v2.1-Instruct,,11.169,,open,11.63311,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,f3406432261e78ea6c3f1cd009c4022e,Open LLM Leaderboard v2,leaderboard,HuggingFace,speakleash,speakleash/Bielik-11B-v2.1-Instruct,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,11.63311,accuracy,accuracy,2024-01-01
musr,Bielik-11B-v2.1-Instruct,,11.169,,open,10.515104,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,0155ac17fd2f20f1a5d305f37a652b07,Open LLM Leaderboard v2,leaderboard,HuggingFace,speakleash,speakleash/Bielik-11B-v2.1-Instruct,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,10.515104,accuracy,accuracy,2024-01-01
mmlu_pro,Bielik-11B-v2.1-Instruct,,11.169,,open,27.184914,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,e4cd075fd7f6ef48db38358aab7ca081,Open LLM Leaderboard v2,leaderboard,HuggingFace,speakleash,speakleash/Bielik-11B-v2.1-Instruct,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,27.184914,accuracy,accuracy,2024-01-01
ifeval,Bielik-11B-v2.2-Instruct,,11.169,,open,55.519355,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,99bcff0f8fd1d593601bacb1d2cc3435,Open LLM Leaderboard v2,leaderboard,HuggingFace,speakleash,speakleash/Bielik-11B-v2.2-Instruct,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,55.519355,accuracy,accuracy,2024-01-01
bbh,Bielik-11B-v2.2-Instruct,,11.169,,open,36.958041,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,d4a235db35e85bfbc7b9d7ba52cabc92,Open LLM Leaderboard v2,leaderboard,HuggingFace,speakleash,speakleash/Bielik-11B-v2.2-Instruct,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,36.958041,accuracy,accuracy,2024-01-01
math,Bielik-11B-v2.2-Instruct,,11.169,,open,26.812689,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,9c37ce9fe0e2fb7715bec2bb55addf89,Open LLM Leaderboard v2,leaderboard,HuggingFace,speakleash,speakleash/Bielik-11B-v2.2-Instruct,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,26.812689,accuracy,accuracy,2024-01-01
gpqa,Bielik-11B-v2.2-Instruct,,11.169,,open,10.850112,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,4c7ff08cc72de5aeec40bfa6205768e6,Open LLM Leaderboard v2,leaderboard,HuggingFace,speakleash,speakleash/Bielik-11B-v2.2-Instruct,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,10.850112,accuracy,accuracy,2024-01-01
musr,Bielik-11B-v2.2-Instruct,,11.169,,open,10.107292,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,18345cd9da919ad2d24e9fa8f90c3160,Open LLM Leaderboard v2,leaderboard,HuggingFace,speakleash,speakleash/Bielik-11B-v2.2-Instruct,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,10.107292,accuracy,accuracy,2024-01-01
mmlu_pro,Bielik-11B-v2.2-Instruct,,11.169,,open,27.628177,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,253f2473e024be11c61e79934f67a0ff,Open LLM Leaderboard v2,leaderboard,HuggingFace,speakleash,speakleash/Bielik-11B-v2.2-Instruct,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,27.628177,accuracy,accuracy,2024-01-01
ifeval,Bielik-11B-v2.3-Instruct,,11.169,,open,55.829089,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,c76134ee85e84d2e6a8a8555970b1494,Open LLM Leaderboard v2,leaderboard,HuggingFace,speakleash,speakleash/Bielik-11B-v2.3-Instruct,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,55.829089,accuracy,accuracy,2024-01-01
bbh,Bielik-11B-v2.3-Instruct,,11.169,,open,38.062788,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,a43412979af66330d86686779bac04ac,Open LLM Leaderboard v2,leaderboard,HuggingFace,speakleash,speakleash/Bielik-11B-v2.3-Instruct,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,38.062788,accuracy,accuracy,2024-01-01
math,Bielik-11B-v2.3-Instruct,,11.169,,open,20.845921,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,40cf0e2157b55e3aa56ff2c761867a30,Open LLM Leaderboard v2,leaderboard,HuggingFace,speakleash,speakleash/Bielik-11B-v2.3-Instruct,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,20.845921,accuracy,accuracy,2024-01-01
gpqa,Bielik-11B-v2.3-Instruct,,11.169,,open,12.080537,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,80352abf4d20d9a3dd970894816e9897,Open LLM Leaderboard v2,leaderboard,HuggingFace,speakleash,speakleash/Bielik-11B-v2.3-Instruct,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,12.080537,accuracy,accuracy,2024-01-01
musr,Bielik-11B-v2.3-Instruct,,11.169,,open,16.011198,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,8d1cb13f6a6cdf19242f626c4af71e33,Open LLM Leaderboard v2,leaderboard,HuggingFace,speakleash,speakleash/Bielik-11B-v2.3-Instruct,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,16.011198,accuracy,accuracy,2024-01-01
mmlu_pro,Bielik-11B-v2.3-Instruct,,11.169,,open,27.15721,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,6e11566e6bf3a0e422ce17d392ab1b7a,Open LLM Leaderboard v2,leaderboard,HuggingFace,speakleash,speakleash/Bielik-11B-v2.3-Instruct,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,27.15721,accuracy,accuracy,2024-01-01
ifeval,StableBeluga2,,68.977,,open,37.871403,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,988751ae6a75367f80a16cb05c907246,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/StableBeluga2,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,37.871403,accuracy,accuracy,2024-01-01
bbh,StableBeluga2,,68.977,,open,41.263261,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,c75762fdce54068d6271e2aab116516f,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/StableBeluga2,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,41.263261,accuracy,accuracy,2024-01-01
math,StableBeluga2,,68.977,,open,4.380665,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,c1fba61219bdbee572812be9ae9870e3,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/StableBeluga2,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,4.380665,accuracy,accuracy,2024-01-01
gpqa,StableBeluga2,,68.977,,open,8.836689,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,c7477479e09008e3d02a17ea681bdc23,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/StableBeluga2,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,8.836689,accuracy,accuracy,2024-01-01
musr,StableBeluga2,,68.977,,open,18.654427,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,dd7ac0f9a6946f9f1a9271c4d856b15c,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/StableBeluga2,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,18.654427,accuracy,accuracy,2024-01-01
mmlu_pro,StableBeluga2,,68.977,,open,25.845892,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,ed2796ac0c89eaf5cf02a24c88a42b8a,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/StableBeluga2,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,25.845892,accuracy,accuracy,2024-01-01
ifeval,stablelm-2-12b,,12.143,,open,15.692141,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,00eeb5e1b540786d680a996691ab9762,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/stablelm-2-12b,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,15.692141,accuracy,accuracy,2024-01-01
bbh,stablelm-2-12b,,12.143,,open,22.685797,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,ae012c9a61dab56fbf3eb5bf651dfaf0,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/stablelm-2-12b,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,22.685797,accuracy,accuracy,2024-01-01
math,stablelm-2-12b,,12.143,,open,4.305136,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,173e50f815e8fa2d08c7828be602bfd4,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/stablelm-2-12b,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,4.305136,accuracy,accuracy,2024-01-01
gpqa,stablelm-2-12b,,12.143,,open,3.803132,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,b1da89d7e684b2270610473e65b67832,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/stablelm-2-12b,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,3.803132,accuracy,accuracy,2024-01-01
musr,stablelm-2-12b,,12.143,,open,14.485677,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,99fbc2bed29c0626cc82496baf1ee0cc,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/stablelm-2-12b,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,14.485677,accuracy,accuracy,2024-01-01
mmlu_pro,stablelm-2-12b,,12.143,,open,23.020095,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,98ec5d4e65f1d0a86af8d93dc6223512,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/stablelm-2-12b,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,23.020095,accuracy,accuracy,2024-01-01
ifeval,stablelm-2-12b-chat,,12.143,,open,40.816478,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,a65750a9136f6408a54eb516c0748338,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/stablelm-2-12b-chat,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,40.816478,accuracy,accuracy,2024-01-01
bbh,stablelm-2-12b-chat,,12.143,,open,25.253697,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,a90aa2483b2e052bef80a3b9f3c00421,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/stablelm-2-12b-chat,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,25.253697,accuracy,accuracy,2024-01-01
math,stablelm-2-12b-chat,,12.143,,open,5.362538,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,e3af61d7b7d42b6a183762c064bca0ef,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/stablelm-2-12b-chat,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,5.362538,accuracy,accuracy,2024-01-01
gpqa,stablelm-2-12b-chat,,12.143,,open,2.237136,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,c8f9657e976c434da459112f1dfe40b8,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/stablelm-2-12b-chat,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,2.237136,accuracy,accuracy,2024-01-01
musr,stablelm-2-12b-chat,,12.143,,open,7.728385,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,c35985b3b4b6a6851d04e03dae2d0878,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/stablelm-2-12b-chat,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,7.728385,accuracy,accuracy,2024-01-01
mmlu_pro,stablelm-2-12b-chat,,12.143,,open,19.270833,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,cdfe3a493ba05aa7e1cb0eb36d5ac123,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/stablelm-2-12b-chat,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,19.270833,accuracy,accuracy,2024-01-01
ifeval,stablelm-2-1_6b,,1.645,,open,11.570522,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,21998b218d89e6b618bbfe154d8661eb,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/stablelm-2-1_6b,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,11.570522,accuracy,accuracy,2024-01-01
bbh,stablelm-2-1_6b,,1.645,,open,8.632695,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,7c2f352c74fdccd279a4d522ed939ecd,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/stablelm-2-1_6b,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,8.632695,accuracy,accuracy,2024-01-01
math,stablelm-2-1_6b,,1.645,,open,0.755287,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,10c4587e4d81ba34711afe2a131eb022,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/stablelm-2-1_6b,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,0.755287,accuracy,accuracy,2024-01-01
gpqa,stablelm-2-1_6b,,1.645,,open,0.0,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,69ba16a21ee3dd9268a654e67a05e46a,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/stablelm-2-1_6b,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,0.0,accuracy,accuracy,2024-01-01
musr,stablelm-2-1_6b,,1.645,,open,5.791406,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,38c590cc68cd18c21d505b6ed42f7c40,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/stablelm-2-1_6b,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,5.791406,accuracy,accuracy,2024-01-01
mmlu_pro,stablelm-2-1_6b,,1.645,,open,5.151079,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,0a5602250a7c229853b75409493e50da,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/stablelm-2-1_6b,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,5.151079,accuracy,accuracy,2024-01-01
ifeval,stablelm-2-1_6b-chat,,1.645,,open,30.599919,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,520afc9e05f1b2feb1ad438cb4bf2127,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/stablelm-2-1_6b-chat,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,30.599919,accuracy,accuracy,2024-01-01
bbh,stablelm-2-1_6b-chat,,1.645,,open,7.493378,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,bc638f501478a6b1c6fc2e5248f4846e,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/stablelm-2-1_6b-chat,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,7.493378,accuracy,accuracy,2024-01-01
math,stablelm-2-1_6b-chat,,1.645,,open,2.492447,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,518a9a35c805bfc37f2151e8731f0c0d,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/stablelm-2-1_6b-chat,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,2.492447,accuracy,accuracy,2024-01-01
gpqa,stablelm-2-1_6b-chat,,1.645,,open,0.0,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,74e56afd065212b7796bcc7a8852836f,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/stablelm-2-1_6b-chat,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,0.0,accuracy,accuracy,2024-01-01
musr,stablelm-2-1_6b-chat,,1.645,,open,5.71276,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,b86aa262e4ac81e426a9da10e4b0253b,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/stablelm-2-1_6b-chat,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,5.71276,accuracy,accuracy,2024-01-01
mmlu_pro,stablelm-2-1_6b-chat,,1.645,,open,6.905659,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,5d0f1d49a5f8afbff3c27f56c3e7c2b9,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/stablelm-2-1_6b-chat,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,6.905659,accuracy,accuracy,2024-01-01
ifeval,stablelm-2-zephyr-1_6b,,1.645,,open,32.7931,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,8edb822422b02e1da43b1eacf732a8f6,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/stablelm-2-zephyr-1_6b,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,32.7931,accuracy,accuracy,2024-01-01
bbh,stablelm-2-zephyr-1_6b,,1.645,,open,6.70871,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,8f8b2c1b62ab8c72aecc673aa53064d7,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/stablelm-2-zephyr-1_6b,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,6.70871,accuracy,accuracy,2024-01-01
math,stablelm-2-zephyr-1_6b,,1.645,,open,3.323263,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,950bfd1c57fd3f7d23686897abc66452,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/stablelm-2-zephyr-1_6b,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,3.323263,accuracy,accuracy,2024-01-01
gpqa,stablelm-2-zephyr-1_6b,,1.645,,open,0.0,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,357ac671a62af4aa65d116636a751bbc,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/stablelm-2-zephyr-1_6b,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,0.0,accuracy,accuracy,2024-01-01
musr,stablelm-2-zephyr-1_6b,,1.645,,open,5.993229,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,4bccc13a8041d0a66489ddc56ca8fccb,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/stablelm-2-zephyr-1_6b,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,5.993229,accuracy,accuracy,2024-01-01
mmlu_pro,stablelm-2-zephyr-1_6b,,1.645,,open,7.930703,accuracy,Zero-shot,0,English,https://huggingface.co/spaces/open-llm-leaderboard/open_llm_leaderboard,2024,,af654a72afa80f221cb9140bf1e3d5c2,Open LLM Leaderboard v2,leaderboard,HuggingFace,stabilityai,stabilityai/stablelm-2-zephyr-1_6b,,,,False,continuous,0,100,False,huggingface,lm-eval,0.0,,,,7.930703,accuracy,accuracy,2024-01-01
